,Provincia,Partido,Localidad,Hasta 30 mbps,de_30_a_50_mbps,de_50_a_80_mbps,de_80_a_100_mbps
2334,Salta,Santa Victoria,Campo La Cruz,0.0,0.0,0.0,0.0
2335,Salta,Santa Victoria,Los Toldos,42.0,0.0,0.0,0.0
2336,Salta,Santa Victoria,Nazareno,61.0,0.0,0.0,0.0
2337,Salta,Santa Victoria,Poscaya,0.0,0.0,0.0,0.0
2338,Salta,Santa Victoria,San Marcos,0.0,0.0,0.0,0.0
2339,Salta,Santa Victoria,Santa Victoria,277.0,0.0,0.0,0.0
2340,San juan,25 de Mayo,Tupelí,60.0,0.0,0.0,0.0
2341,San juan,25 de Mayo,Villa Borjas,8.0,0.0,0.0,0.0
2342,San juan,25 de Mayo,Villa Borjas - La Chimbera,80.0,0.0,0.0,0.0
2343,San juan,25 de Mayo,Villa Santa Rosa,53.0,0.0,0.0,0.0
2344,San juan,9 de Julio,9 de Julio,327.0,0.0,0.0,0.0
2345,San juan,9 de Julio,Alto de Sierra,6.0,0.0,0.0,0.0
2346,San juan,9 de Julio,Colonia Fiorito,3.0,0.0,0.0,0.0
2347,San juan,9 de Julio,Las Chacritas,116.0,0.0,0.0,0.0
2348,San juan,9 de Julio,Otros,1.0,0.0,0.0,0.0
2349,San juan,Albardón,El Rincón,519.0,0.0,0.0,0.0
2350,San juan,Albardón,Otros,0.0,0.0,0.0,0.0
2351,San juan,Albardón,Villa General San Martin,24.0,0.0,0.0,0.0
2352,San juan,Albardón,Villa General San Martín - Campo Afuera,164.0,0.0,0.0,0.0
2353,San juan,Angaco,Otros,0.0,0.0,0.0,0.0
2354,San juan,Angaco,Villa El Salvador - Villa Sefair,127.0,0.0,0.0,0.0
2355,San juan,Calingasta,Barreal - Villa Pituil,1294.0,0.0,0.0,0.0
2356,San juan,Calingasta,Calingasta,370.0,0.0,0.0,0.0
2357,San juan,Calingasta,Tamberías,130.0,0.0,0.0,0.0
2358,San juan,Capital,San Juan,3459.4349999999995,8.48,1.0,310.0
2359,San juan,Caucete,Bermejo,1.0,0.0,0.0,0.0
2360,San juan,Caucete,Caucete,1523.0,0.0,0.0,0.0
2361,San juan,Caucete,Vallecito,5.0,0.0,0.0,0.0
2362,San juan,Caucete,Villa Independencia,14.0,0.0,0.0,0.0
2363,San juan,Chimbas,Chimbas,3242.3070000000002,153.0,0.0,73.0
2364,San juan,Chimbas,Villa Paula Albarracin,3.0,0.0,0.0,0.0
2365,San juan,Iglesia,Angualasto,38.0,0.0,0.0,0.0
2366,San juan,Iglesia,Bella Vista,43.0,0.0,0.0,0.0
2367,San juan,Iglesia,Iglesia,79.0,0.0,0.0,0.0
2368,San juan,Iglesia,Las Flores,109.0,0.0,0.0,0.0
2369,San juan,Iglesia,Pismanta,22.0,0.0,0.0,0.0
2370,San juan,Iglesia,Rodeo,424.0,9.0,0.0,0.0
2371,San juan,Iglesia,Tudcum,87.0,0.0,0.0,0.0
2372,San juan,Jáchal,El Médano,52.0,0.0,0.0,0.0
2373,San juan,Jáchal,Gran China,82.0,0.0,0.0,0.0
2374,San juan,Jáchal,Huaco,109.0,0.0,0.0,0.0
2375,San juan,Jáchal,Mogna,5.0,0.0,0.0,0.0
2376,San juan,Jáchal,Niquivil,25.0,0.0,0.0,0.0
2377,San juan,Jáchal,Pampa Vieja,86.0,0.0,0.0,0.0
2378,San juan,Jáchal,San Isidro,97.0,0.0,0.0,0.0
2379,San juan,Jáchal,San José de Jáchal,1092.0,0.0,0.0,0.0
2380,San juan,Jáchal,Tamberías,62.0,0.0,0.0,0.0
2381,San juan,Jáchal,Villa Malvinas Argentinas,25.0,0.0,0.0,0.0
2382,San juan,Jáchal,Villa Mercedes,171.0,0.0,0.0,0.0
2383,San juan,OTROS,Otros,4.0,0.0,0.0,0.0
2384,San juan,Pocito,Barrio Ruta 40,14.0,0.0,0.0,0.0
2385,San juan,Pocito,Carpintería,14.0,0.0,0.0,0.0
2386,San juan,Pocito,Quinto Cuartel,58.0,0.0,0.0,0.0
2387,San juan,Pocito,Villa Aberastain,57.0,0.0,0.0,0.0
2388,San juan,Pocito,Villa Aberastain - La Rinconada,705.0,0.0,0.0,0.0
2389,San juan,Pocito,Villa Barbosa - Villa Nacusi,98.0,0.0,0.0,0.0
2390,San juan,Pocito,Villa Centenario,56.0,0.0,0.0,0.0
2391,San juan,Rawson,El Medanito,32.0,0.0,0.0,0.0
2392,San juan,Rawson,Rawson,1037.1259999999997,12.0,0.0,2.0
2393,San juan,Rawson,Villa Bolaños,314.0,9.0,0.0,2.0
2394,San juan,Rawson,Villa Krause,253.0,0.0,0.0,0.0
2395,San juan,Rivadavia,Rivadavia,2215.682,25.0,0.0,8.0
2396,San juan,San Martín,Barrio Sadop,2.0,0.0,0.0,0.0
2397,San juan,San Martín,Dos Acequias (Est. Los Angacos),34.0,0.0,0.0,0.0
2398,San juan,San Martín,San Isidro (Est. Los Angacos),6.0,0.0,0.0,0.0
2399,San juan,San Martín,Villa Dominguito (Est. Puntilla Blanca),2.0,0.0,0.0,0.0
2400,San juan,San Martín,Villa Don Bosco (Est. Angaco Sud),74.0,0.0,0.0,0.0
2401,San juan,San Martín,Villa El Salvador,4.0,0.0,0.0,0.0
2402,San juan,San Martín,Villa San Martín,18.0,0.0,0.0,0.0
2403,San juan,Santa Lucía,Alto de Sierra,18.0,0.0,0.0,0.0
2404,San juan,Santa Lucía,Santa Lucía,2501.786,47.0,0.0,5.0
2405,San juan,Sarmiento,Cañada Honda,4.0,0.0,0.0,0.0
2406,San juan,Sarmiento,Cienaguita,2.0,0.0,0.0,0.0
2407,San juan,Sarmiento,Divisadero,11.0,0.0,0.0,0.0
2408,San juan,Sarmiento,Guanacache,8.0,0.0,0.0,0.0
2409,San juan,Sarmiento,Las Lagunas,1.0,0.0,0.0,0.0
2410,San juan,Sarmiento,Los Berros,70.0,0.0,0.0,0.0
2411,San juan,Sarmiento,Pedernal,11.0,0.0,0.0,0.0
2412,San juan,Sarmiento,Punta del Médano,1.0,0.0,0.0,0.0
2413,San juan,Sarmiento,Villa Media Agua,162.0,0.0,0.0,0.0
2414,San juan,Ullum,Villa Ibáñez,388.0,0.0,0.0,0.0
2415,San juan,Valle Fértil,Astica,30.0,0.0,0.0,0.0
2416,San juan,Valle Fértil,Otros,0.0,0.0,0.0,0.0
2417,San juan,Valle Fértil,Villa San Agustín,264.0,0.0,0.0,0.0
2418,San juan,Zonda,Villa Basilio Nievas,349.0,0.0,0.0,0.0
2419,San luis,Ayacucho,Candelaria,882.0,0.0,0.0,0.0
2420,San luis,Ayacucho,La Majada,19.0,0.0,0.0,0.0
2421,San luis,Ayacucho,Leandro N. Alem,13.0,0.0,0.0,0.0
2422,San luis,Ayacucho,Lomas Blancas,21.0,0.0,0.0,0.0
2423,San luis,Ayacucho,Luján,106.091,0.0,0.0,0.0
2424,San luis,Ayacucho,Otros,3.0,0.0,0.0,0.0
2425,San luis,Ayacucho,Pampa Grande,1.0,0.0,0.0,0.0
2426,San luis,Ayacucho,Quines,38.0,0.0,0.0,0.0
2427,San luis,Ayacucho,Río Juan Gómez,76.0,0.0,0.0,0.0
2428,San luis,Ayacucho,San Francisco del Monte de Oro,280.156,0.0,0.0,0.0
2429,San luis,Ayacucho,San Miguel,0.0,0.0,0.0,0.0
2430,San luis,Belgrano,La Calera,392.0,0.0,0.0,0.0
2431,San luis,Belgrano,Los Molles,246.0,0.0,0.0,0.0
2432,San luis,Belgrano,Nogolí,660.0,0.0,0.0,0.0
2433,San luis,Belgrano,San Pedro,13.0,0.0,0.0,0.0
2434,San luis,Belgrano,Villa de la Quebrada,513.0,0.0,0.0,0.0
2435,San luis,Belgrano,Villa General Roca,283.0,0.0,0.0,0.0
2436,San luis,Chacabuco,Concarán,263.552,0.0,0.0,0.0
2437,San luis,Chacabuco,Cortaderas,892.0,0.0,0.0,0.0
2438,San luis,Chacabuco,El Algarrobal,1.0,0.0,0.0,0.0
2439,San luis,Chacabuco,Naschel,1125.0,0.0,0.0,0.0
2440,San luis,Chacabuco,Papagayos,61.0,0.0,0.0,0.0
2441,San luis,Chacabuco,Renca,106.0,0.0,0.0,0.0
2442,San luis,Chacabuco,San Pablo,74.0,0.0,0.0,0.0
2443,San luis,Chacabuco,Tilisarao,321.27,0.0,0.0,0.0
2444,San luis,Chacabuco,Villa del Carmen,353.0,0.0,0.0,0.0
2445,San luis,Chacabuco,Villa Larca,558.0,0.0,0.0,0.0
2446,San luis,Coronel Pringles,Carolina,229.0,0.0,0.0,0.0
2447,San luis,Coronel Pringles,El Durazno,66.0,0.0,0.0,0.0
2448,San luis,Coronel Pringles,El Trapiche,1.008,0.0,0.0,0.0
2449,San luis,Coronel Pringles,Fraga,309.0,0.0,0.0,0.0
2450,San luis,Coronel Pringles,La Bajada,72.0,0.0,0.0,0.0
2451,San luis,Coronel Pringles,La Florida,87.0,0.0,0.0,0.0
2452,San luis,Coronel Pringles,La Toma,492.0,0.0,0.0,0.0
2453,San luis,Coronel Pringles,Otros,27.0,0.0,0.0,0.0
2454,San luis,Coronel Pringles,Río Grande,187.0,0.0,0.0,0.0
2455,San luis,Coronel Pringles,Saladillo,2.987,0.0,0.0,0.0
2456,San luis,General Pedernera,Juan Jorba,28.0,0.0,0.0,0.0
2457,San luis,General Pedernera,Juan Llerena,130.0,0.0,0.0,0.0
2458,San luis,General Pedernera,Justo Daract,832.226,0.0,0.0,0.0
2459,San luis,General Pedernera,La Angelina,1.127,0.0,0.0,0.0
2460,San luis,General Pedernera,La Punilla,9.0,0.0,0.0,0.0
2461,San luis,General Pedernera,Lavaisse,58.0,0.0,0.0,0.0
2462,San luis,General Pedernera,San José del Morro,381.0,0.0,0.0,0.0
2463,San luis,General Pedernera,Villa Mercedes,3520.887,1.0,0.0,0.0
2464,San luis,General Pedernera,Villa Salles,27.0,0.0,0.0,0.0
2465,San luis,Gobernador Dupuy,Anchorena,212.0,0.0,0.0,0.0
2466,San luis,Gobernador Dupuy,Arizona,257.0,0.0,0.0,0.0
2467,San luis,Gobernador Dupuy,Bagual,64.0,0.0,0.0,0.0
2468,San luis,Gobernador Dupuy,Batavia,198.0,0.0,0.0,0.0
2469,San luis,Gobernador Dupuy,Buena Esperanza,962.0,0.0,0.0,0.0
2470,San luis,Gobernador Dupuy,Fortín El Patria,194.0,0.0,0.0,0.0
2471,San luis,Gobernador Dupuy,Fortuna,149.0,0.0,0.0,0.0
2472,San luis,Gobernador Dupuy,La Maroma,1.0,0.0,0.0,0.0
2473,San luis,Gobernador Dupuy,Martín de Loyola,511.0,0.0,0.0,0.0
2474,San luis,Gobernador Dupuy,Nahuel Mapá,20.0,0.0,0.0,0.0
2475,San luis,Gobernador Dupuy,Navia,85.0,0.0,0.0,0.0
2476,San luis,Gobernador Dupuy,Nueva Galia,500.0,0.0,0.0,0.0
2477,San luis,Gobernador Dupuy,Unión,810.0,0.0,0.0,0.0
2478,San luis,Junín,Carpinteria,1066.0,0.0,0.0,0.0
2479,San luis,Junín,Cerro de Oro,290.0,0.0,0.0,0.0
2480,San luis,Junín,Lafinur,51.0,0.0,0.0,0.0
2481,San luis,Junín,Los Cajones,64.0,0.0,0.0,0.0
2482,San luis,Junín,Los Molles,54.0,0.0,0.0,0.0
2483,San luis,Junín,Merlo,1535.077,7.0,0.0,0.0
2484,San luis,Junín,Santa Rosa del Conlara,423.595,0.0,0.0,0.0
2485,San luis,Junín,Talita,113.0,0.0,0.0,0.0
2486,San luis,La Capital,Alto Pelado,71.0,0.0,0.0,0.0
2487,San luis,La Capital,Alto Pencoso,86.0,0.0,0.0,0.0
2488,San luis,La Capital,Balde,189.0,0.0,0.0,0.0
2489,San luis,La Capital,Beazley,202.0,0.0,0.0,0.0
2490,San luis,La Capital,Boca Del Tigre,0.0,0.0,0.0,0.0
2491,San luis,La Capital,Cazador,34.0,0.0,0.0,0.0
2492,San luis,La Capital,Chosmes,9.0,0.0,0.0,0.0
2493,San luis,La Capital,Desaguadero,253.0,0.0,0.0,0.0
2494,San luis,La Capital,El Volcán,1.067,0.0,0.0,0.0
2495,San luis,La Capital,Jarilla,29.0,0.0,0.0,0.0
2496,San luis,La Capital,Juana Koslay,503.0,0.0,0.0,0.0
2497,San luis,La Capital,La Punta,1.0,0.0,0.0,0.0
2498,San luis,La Capital,Las Barrancas,55.0,0.0,0.0,0.0
2499,San luis,La Capital,Potrero de los Funes,1.795,0.0,0.0,0.0
2500,San luis,La Capital,Salinas del Bebedero,35.0,0.0,0.0,0.0
2501,San luis,La Capital,San Jerónimo,160.0,0.0,0.0,0.0
2502,San luis,La Capital,San Luis,2829.446,3.0,0.0,0.0
2503,San luis,La Capital,Varela,7.0,0.0,0.0,0.0
2504,San luis,La Capital,Zanjitas,103.0,0.0,0.0,0.0
2505,San luis,Libertador Grl. San Martín,El Puesto,11.0,0.0,0.0,0.0
2506,San luis,Libertador Grl. San Martín,La Ramada,2.144,0.0,0.0,0.0
2507,San luis,Libertador Grl. San Martín,La Vertiente,51.0,0.0,0.0,0.0
2508,San luis,Libertador Grl. San Martín,Las Aguadas,98.0,0.0,0.0,0.0
2509,San luis,Libertador Grl. San Martín,Las Chacras,35.0,0.0,0.0,0.0
2510,San luis,Libertador Grl. San Martín,Las Lagunas,27.0,0.0,0.0,0.0
2511,San luis,Libertador Grl. San Martín,Paso Grande,183.0,0.0,0.0,0.0
2512,San luis,Libertador Grl. San Martín,Potrerillo,59.0,0.0,0.0,0.0
2513,San luis,Libertador Grl. San Martín,San Martín,326.0,0.0,0.0,0.0
2514,San luis,Libertador Grl. San Martín,Villa de Praga,212.0,0.0,0.0,0.0
2515,San luis,OTROS,Otros,0.0,0.0,0.0,0.0
2516,Santa cruz,Corpen Aike,Comandante Luis Piedrabuena,1324.0,0.0,0.0,0.0
2517,Santa cruz,Corpen Aike,Puerto Santa Cruz,1057.0,0.0,0.0,0.0
2518,Santa cruz,Deseado,Caleta Olivia,1682.4859999999999,0.0,0.0,0.0
2519,Santa cruz,Deseado,Cañadón Seco,92.0,0.0,0.0,0.0
2520,Santa cruz,Deseado,Jaramillo,86.0,0.0,0.0,0.0
2521,Santa cruz,Deseado,Las Heras,1083.132,34.0,0.0,45.0
2522,Santa cruz,Deseado,Pico Truncado,2828.057,0.0,0.0,0.0
2523,Santa cruz,Deseado,Puerto Deseado,1506.0,0.0,0.0,0.0
2524,Santa cruz,Deseado,Tellier,0.0,0.0,0.0,0.0
2525,Santa cruz,Güer Aike,28 de Noviembre,212.0,0.0,0.0,0.0
2526,Santa cruz,Güer Aike,El Turbio (Est. Gobernador Mayer),1.0,0.0,0.0,0.0
2527,Santa cruz,Güer Aike,Mina 3,0.0,0.0,0.0,0.0
2528,Santa cruz,Güer Aike,Río Gallegos,2869.435,456.847,104.0,105.0
2529,Santa cruz,Güer Aike,Yacimientos Río Turbio,264.0,0.0,0.0,0.0
2530,Santa cruz,Lago Argentino,El Calafate,316.525,9.0,0.0,0.0
2531,Santa cruz,Lago Argentino,El Chaltén,435.0,0.0,0.0,0.0
2532,Santa cruz,Lago Argentino,Tres Lagos,1.0,0.0,0.0,0.0
2533,Santa cruz,Lago Buenos Aires,Los Antiguos,33.0,0.0,0.0,0.0
2534,Santa cruz,Lago Buenos Aires,Perito Moreno,5.7,0.0,0.0,0.0
2535,Santa cruz,Magallanes,Puerto San Julián,861.973,0.0,0.0,0.0
2536,Santa cruz,OTROS,Otros,0.0,0.0,0.0,0.0
2537,Santa cruz,Río Chico,Bajo Caracoles,1.0,0.0,0.0,0.0
2538,Santa cruz,Río Chico,Gobernador Gregores,5.0,0.0,0.0,0.0
2539,Santa fe,9 de Julio,Esteban Rams,37.0,0.0,0.0,0.0
2540,Santa fe,9 de Julio,Gato Colorado,4.0,0.0,0.0,0.0
2541,Santa fe,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),147.0,0.0,0.0,0.0
2542,Santa fe,9 de Julio,Logroño,48.0,0.0,0.0,0.0
2543,Santa fe,9 de Julio,Montefiore,1.0,0.0,0.0,0.0
2544,Santa fe,9 de Julio,Pozo Borrado,127.0,0.0,0.0,0.0
2545,Santa fe,9 de Julio,San Bernardo,109.0,0.0,0.0,0.0
2546,Santa fe,9 de Julio,Santa Margarita,101.0,0.0,0.0,0.0
2547,Santa fe,9 de Julio,Tostado,376.688,26.0,0.0,0.0
2548,Santa fe,9 de Julio,Villa Minetti,269.0,1.0,0.0,0.0
2549,Santa fe,Belgrano,Armstrong,1379.0,0.0,2.0,0.0
2550,Santa fe,Belgrano,Bouquet,389.0,0.0,0.0,0.0
2551,Santa fe,Belgrano,Las Parejas,1574.0,0.0,0.0,0.0
2552,Santa fe,Belgrano,Las Rosas,1131.781,10.0,0.0,0.0
2553,Santa fe,Belgrano,Montes de Oca,635.0,0.0,0.0,0.0
2554,Santa fe,Belgrano,Tortugas,178.0,0.0,0.0,0.0
2555,Santa fe,Caseros,Arequito,2312.0,0.0,0.0,0.0
2556,Santa fe,Caseros,Arteaga,1028.0,0.0,0.0,0.0
2557,Santa fe,Caseros,Beravebú,346.0,0.0,0.0,0.0
2558,Santa fe,Caseros,Bigand,166.45,0.0,0.0,0.0
2559,Santa fe,Caseros,Casilda,1852.4859999999999,1.171,0.0,611.0
2560,Santa fe,Caseros,Chabás,651.0,0.0,0.0,0.0
2561,Santa fe,Caseros,Chañar Ladeado,70.215,0.0,0.0,0.0
2562,Santa fe,Caseros,Gödeken,531.0,0.0,0.0,0.0
2563,Santa fe,Caseros,Los Molinos,534.0,0.0,0.0,0.0
2564,Santa fe,Caseros,Los Nogales,44.0,0.0,0.0,0.0
2565,Santa fe,Caseros,Los Quirquinchos,780.0,0.0,0.0,0.0
2566,Santa fe,Caseros,San José de la Esquina,1109.0030000000002,0.0,0.0,0.0
2567,Santa fe,Caseros,Sanford,466.0,0.0,0.0,0.0
2568,Santa fe,Caseros,Villada,99.0,0.0,0.0,0.0
2569,Santa fe,Castellanos,Aldao (Est. Casablanca),321.0,0.0,0.0,0.0
2570,Santa fe,Castellanos,Angélica,609.0,0.0,0.0,0.0
2571,Santa fe,Castellanos,Ataliva,580.0,0.0,0.0,0.0
2572,Santa fe,Castellanos,Aurelia,4.0,0.0,0.0,0.0
2573,Santa fe,Castellanos,Bauer y Sigel,0.0,0.0,0.0,0.0
2574,Santa fe,Castellanos,Bella Italia,357.0,0.0,0.0,2.0
2575,Santa fe,Castellanos,Castellanos,6.0,0.0,0.0,0.0
2576,Santa fe,Castellanos,Colonia Bicha,72.0,52.0,0.0,86.0
2577,Santa fe,Castellanos,Colonia Cello,29.0,0.0,0.0,0.0
2578,Santa fe,Castellanos,Colonia Margarita,10.0,0.0,0.0,0.0
2579,Santa fe,Castellanos,Colonia Raquel,34.0,45.0,0.0,135.0
2580,Santa fe,Castellanos,Coronel Fraga,49.0,0.0,0.0,0.0
2581,Santa fe,Castellanos,Esmeralda,82.0,0.0,0.0,0.0
2582,Santa fe,Castellanos,Estación Clucellas,183.0,0.0,0.0,0.0
2583,Santa fe,Castellanos,Estación Saguier,14.0,0.0,0.0,0.0
2584,Santa fe,Castellanos,Eusebia y Carolina,27.0,54.0,0.0,84.0
2585,Santa fe,Castellanos,Eustolia,4.0,0.0,0.0,0.0
2586,Santa fe,Castellanos,Frontera,1.0,0.0,0.0,0.0
2587,Santa fe,Castellanos,Humberto Primo,551.0,0.0,0.0,0.0
2588,Santa fe,Castellanos,Josefina,106.0,0.0,0.0,0.0
2589,Santa fe,Castellanos,Lehmann,734.0,0.0,0.0,4.0
2590,Santa fe,Castellanos,María Juana,1546.0,0.0,0.0,0.0
2591,Santa fe,Castellanos,Plaza Clucellas,328.0,0.0,0.0,0.0
2592,Santa fe,Castellanos,Plaza Saguier,51.0,0.0,0.0,0.0
2593,Santa fe,Castellanos,Presidente Roca,142.0,0.0,0.0,1.0
2594,Santa fe,Castellanos,Pueblo Marini,11.0,0.0,0.0,0.0
2595,Santa fe,Castellanos,Rafaela,2460.492,11.274,0.0,10.642
2596,Santa fe,Castellanos,Ramona,328.0,0.0,0.0,0.0
2597,Santa fe,Castellanos,San Antonio,69.0,0.0,0.0,0.0
2598,Santa fe,Castellanos,San Vicente,893.188,0.0,0.0,0.0
2599,Santa fe,Castellanos,Santa Clara de Saguier,488.0,0.0,0.0,0.0
2600,Santa fe,Castellanos,Sunchales,1152.0,5.188,0.0,1.035
2601,Santa fe,Castellanos,Susana,78.0,13.0,0.0,302.0
2602,Santa fe,Castellanos,Tacural,439.0,121.0,0.0,345.0
2603,Santa fe,Castellanos,Vila,419.0,0.0,0.0,0.0
2604,Santa fe,Castellanos,Villa San José,84.0,0.0,0.0,0.0
2605,Santa fe,Castellanos,Virginia,9.0,0.0,0.0,0.0
2606,Santa fe,Castellanos,Zenón Pereyra,53.0,0.0,0.0,0.0
2607,Santa fe,Constitución,Alcorta,290.097,0.0,0.0,0.0
2608,Santa fe,Constitución,Bombal,941.0,0.0,0.0,0.0
2609,Santa fe,Constitución,Cepeda,25.0,0.0,0.0,0.0
2610,Santa fe,Constitución,Empalme Villa Constitución,659.0,0.0,0.0,0.0
2611,Santa fe,Constitución,General Gelly,193.0,0.0,0.0,0.0
2612,Santa fe,Constitución,Godoy,150.0,0.0,0.0,0.0
2613,Santa fe,Constitución,Juan B. Molina,350.0,0.0,0.0,0.0
2614,Santa fe,Constitución,Juncal,445.0,0.0,0.0,0.0
2615,Santa fe,Constitución,La Vanguardia,78.0,8.0,0.0,0.0
2616,Santa fe,Constitución,Máximo Paz (Est. Paz),1277.0,0.0,0.0,0.0
2617,Santa fe,Constitución,Pavón,104.0,0.0,0.0,0.0
2618,Santa fe,Constitución,Pavón Arriba,504.0,24.0,0.0,0.0
2619,Santa fe,Constitución,Peyrano,670.0,0.0,0.0,0.0
2620,Santa fe,Constitución,Rueda,72.0,0.0,0.0,0.0
2621,Santa fe,Constitución,Santa Teresa,1072.0,30.0,0.0,2.0
2622,Santa fe,Constitución,Sargento Cabral,428.0,0.0,0.0,0.0
2623,Santa fe,Constitución,Villa Constitución,1022.157,961.0,0.0,858.0
2624,Santa fe,Garay,Cayastá,428.0,0.0,0.0,0.0
2625,Santa fe,Garay,Helvecia,645.0,0.0,0.0,0.0
2626,Santa fe,Garay,Los Zapallos,134.0,0.0,0.0,0.0
2627,Santa fe,Garay,Saladero Mariano Cabal,86.0,0.0,0.0,0.0
2628,Santa fe,Garay,Santa Rosa de Calchines,1017.0,0.0,0.0,0.0
2629,Santa fe,General López,Aarón Castellanos (Est. Castellanos),36.0,0.0,0.0,0.0
2630,Santa fe,General López,Amenábar,238.0,0.0,0.0,0.0
2631,Santa fe,General López,Cafferata,246.0,0.0,0.0,0.0
2632,Santa fe,General López,Cañada del Ucle,422.0,0.0,0.0,0.0
2633,Santa fe,General López,Carmen,100.0,0.0,0.0,0.0
2634,Santa fe,General López,Carreras,275.0,0.0,0.0,0.0
2635,Santa fe,General López,Chapuy,1.0,0.0,0.0,0.0
2636,Santa fe,General López,Chovet,1.0,0.0,0.0,0.0
2637,Santa fe,General López,Christophersen,93.0,0.0,0.0,0.0
2638,Santa fe,General López,Diego de Alvear,375.0,0.0,0.0,0.0
2639,Santa fe,General López,Elortondo,510.0,0.0,0.0,0.0
2640,Santa fe,General López,Firmat,1696.326,1.36,0.0,662.0
2641,Santa fe,General López,Hughes,179.011,0.0,0.0,0.0
2642,Santa fe,General López,La Chispa,71.0,0.0,0.0,0.0
2643,Santa fe,General López,Labordeboy,215.0,0.0,0.0,0.0
2644,Santa fe,General López,Maggiolo,130.0,0.0,0.0,0.0
2645,Santa fe,General López,María Teresa,1069.0,0.0,0.0,0.0
2646,Santa fe,General López,Melincué (Est. San Urbano),201.0,0.0,0.0,0.0
2647,Santa fe,General López,Miguel Torres,1.0,0.0,0.0,0.0
2648,Santa fe,General López,Murphy,716.0,0.0,0.0,0.0
2649,Santa fe,General López,Rufino,1364.128,1.0,0.0,14.0
2650,Santa fe,General López,San Eduardo,289.0,0.0,0.0,0.0
2651,Santa fe,General López,San Francisco de Santa Fe,46.0,0.0,0.0,0.0
2652,Santa fe,General López,San Gregorio,1048.0,0.0,0.0,0.0
2653,Santa fe,General López,Sancti Spiritu,1028.0,0.0,0.0,0.0
2654,Santa fe,General López,Santa Isabel,1103.0,12.0,0.0,0.0
2655,Santa fe,General López,Teodelina,1099.0,0.0,0.0,0.0
2656,Santa fe,General López,Venado Tuerto,1598.4189999999999,7.081,416.0,6.259
2657,Santa fe,General López,Villa Cañás,1276.199,0.0,0.0,0.0
2658,Santa fe,General López,Wheelwright,111.098,0.0,0.0,0.0
2659,Santa fe,General Obligado,Arroyo Ceibal,107.0,0.0,0.0,0.0
2660,Santa fe,General Obligado,Avellaneda (Est. Ewald),1245.0,791.0,952.0,778.0
2661,Santa fe,General Obligado,Berna,48.0,0.0,0.0,0.0
2662,Santa fe,General Obligado,El Araza,126.0,0.0,0.0,0.0
2663,Santa fe,General Obligado,El Rabón,146.0,0.0,0.0,0.0
2664,Santa fe,General Obligado,Florencia,593.0,0.0,0.0,0.0
2665,Santa fe,General Obligado,Guadalupe Norte,87.0,0.0,0.0,0.0
2666,Santa fe,General Obligado,Ingeniero Chanourdie,86.0,0.0,0.0,0.0
2667,Santa fe,General Obligado,La Isleta,1.0,0.0,0.0,0.0
2668,Santa fe,General Obligado,La Sarita,85.0,0.0,0.0,0.0
2669,Santa fe,General Obligado,Lanteri,300.0,0.0,0.0,0.0
2670,Santa fe,General Obligado,Las Garzas,92.0,0.0,0.0,0.0
2671,Santa fe,General Obligado,Las Toscas,899.298,0.0,0.0,0.0
2672,Santa fe,General Obligado,Los Laureles,0.0,0.0,0.0,0.0
2673,Santa fe,General Obligado,Malabrigo,806.0,193.0,0.0,0.0
2674,Santa fe,General Obligado,Paraje San Manuel,1.0,0.0,0.0,0.0
2675,Santa fe,General Obligado,Reconquista,2793.222,88.714,653.0,3.4
2676,Santa fe,General Obligado,San Antonio de Obligado,268.0,0.0,0.0,0.0
2677,Santa fe,General Obligado,Tacuarendí (Emb. Kilómetro 421),221.0,0.0,0.0,0.0
2678,Santa fe,General Obligado,Villa Ana,1.0,0.0,0.0,0.0
2679,Santa fe,General Obligado,Villa Guillermina,409.0,0.0,0.0,0.0
2680,Santa fe,General Obligado,Villa Ocampo,19.652,0.0,0.0,0.0
2681,Santa fe,Iriondo,Barrio Cicarelli,9.0,0.0,0.0,0.0
2682,Santa fe,Iriondo,Bustinza,377.0,0.0,0.0,0.0
2683,Santa fe,Iriondo,Cañada de Gómez,2163.0,23.33,0.0,1.59
2684,Santa fe,Iriondo,Carrizales (Est. Clarke),472.0,0.0,0.0,0.0
2685,Santa fe,Iriondo,Classon,151.0,0.0,0.0,0.0
2686,Santa fe,Iriondo,Colonia Médici,12.0,0.0,0.0,0.0
2687,Santa fe,Iriondo,Correa,350.399,24.0,0.0,0.0
2688,Santa fe,Iriondo,Larguía,7.0,0.0,0.0,0.0
2689,Santa fe,Iriondo,Lucio V. López,36.0,0.0,0.0,0.0
2690,Santa fe,Iriondo,Oliveros,2.11,0.0,0.0,0.0
2691,Santa fe,Iriondo,Pueblo Andino,1062.0,0.0,0.0,0.0
2692,Santa fe,Iriondo,Salto Grande,576.0,0.0,0.0,0.0
2693,Santa fe,Iriondo,Serodino,354.0,0.0,0.0,0.0
2694,Santa fe,Iriondo,Totoras,1184.0,158.0,0.0,0.0
2695,Santa fe,Iriondo,Villa Eloísa,928.0,0.0,0.0,0.0
2696,Santa fe,Iriondo,Villa La Rivera (Oliveros),37.0,0.0,0.0,0.0
2697,Santa fe,Iriondo,Villa La Rivera (Pueblo Andino),26.0,0.0,0.0,0.0
2698,Santa fe,La Capital,Angel Gallardo,27.0,0.0,0.0,0.0
