,Provincia,Partido,Localidad,Hasta 30 mbps,de_30_a_50_mbps,de_50_a_80_mbps,de_80_a_100_mbps
0,Buenos aires,25 de Mayo,25 de Mayo,2101.134,37.0,9.0,0.0
1,Buenos aires,25 de Mayo,Agustín Mosconi,58.0,0.0,0.0,0.0
2,Buenos aires,25 de Mayo,Del Valle,192.0,0.0,0.0,0.0
3,Buenos aires,25 de Mayo,Ernestina,66.0,0.0,0.0,0.0
4,Buenos aires,25 de Mayo,Gobernador Ugarte,180.0,0.0,1.0,0.0
5,Buenos aires,25 de Mayo,Lucas Monteverde,6.0,0.0,0.0,0.0
6,Buenos aires,25 de Mayo,Norberto de la Riestra,1281.0,1.0,0.0,0.0
7,Buenos aires,25 de Mayo,Pedernales,575.0,0.0,0.0,0.0
8,Buenos aires,25 de Mayo,San Enrique,103.0,0.0,0.0,0.0
9,Buenos aires,25 de Mayo,Valdés,166.0,0.0,0.0,0.0
10,Buenos aires,9 de Julio,12 de Octubre,11.0,0.0,0.0,0.0
11,Buenos aires,9 de Julio,9 de Julio,1006.6960000000001,1.816,0.0,1.343
12,Buenos aires,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),510.0,0.0,0.0,0.0
13,Buenos aires,9 de Julio,Dudignac,378.0,0.0,0.0,0.0
14,Buenos aires,9 de Julio,Manuel B. Gonnet  (Est. French),203.0,0.0,0.0,0.0
15,Buenos aires,9 de Julio,Patricios,76.0,0.0,0.0,0.0
16,Buenos aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),121.0,0.0,0.0,0.0
17,Buenos aires,Adolfo Alsina,Carhué,953.231,266.0,31.0,3.0
18,Buenos aires,Adolfo Alsina,Colonia San Miguel Arcángel,198.0,0.0,0.0,0.0
19,Buenos aires,Adolfo Alsina,Esteban Agustín Gascón,58.0,0.0,0.0,0.0
20,Buenos aires,Adolfo Alsina,Maza,396.0,0.0,0.0,0.0
21,Buenos aires,Adolfo Alsina,Rivera,24.155,0.0,0.0,0.0
22,Buenos aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),721.045,1.0,0.0,0.0
23,Buenos aires,Adolfo Gonzales Chaves,De la Garma,689.0,0.0,0.0,0.0
24,Buenos aires,Adolfo Gonzales Chaves,Juan E. Barra,45.0,0.0,0.0,0.0
25,Buenos aires,Adolfo Gonzales Chaves,Vásquez,14.0,0.0,0.0,0.0
26,Buenos aires,Alberti,Alberti   (Est. Andrés Vaccarezza),481.0,0.0,0.0,1.0
27,Buenos aires,Alberti,Mechita,285.0,0.0,0.0,0.0
28,Buenos aires,Almirante Brown,Adrogué,1117.0,2.602,1059.0,3.36
29,Buenos aires,Almirante Brown,Burzaco,703.146,1.612,888.708,5.258
30,Buenos aires,Almirante Brown,Claypole,622.0,452.0,461.09,2.381
31,Buenos aires,Almirante Brown,Don Orione,445.0,17.0,421.828,1.166
32,Buenos aires,Almirante Brown,Glew,588.0,646.0,754.731,1.52
33,Buenos aires,Almirante Brown,Jose Mármol,626.0,982.0,356.425,2.432
34,Buenos aires,Almirante Brown,Longchamps,794.0,973.0,656.346,2.863
35,Buenos aires,Almirante Brown,Malvinas Argentinas,234.0,373.0,324.501,1.729
36,Buenos aires,Almirante Brown,Ministro Rivadavia,315.0,59.0,268.261,820.0
37,Buenos aires,Almirante Brown,Rafael Calzada,1332.0,746.0,652.788,3.221
38,Buenos aires,Almirante Brown,San Francisco Solano,348.0,76.0,285.387,1.278
39,Buenos aires,Almirante Brown,San Jose,742.0,294.0,689.134,2.341
40,Buenos aires,AMBA,Otros,13.0,0.0,0.0,0.0
41,Buenos aires,Arrecifes,Arrecifes,1855.383,1.513,0.0,567.0
42,Buenos aires,Arrecifes,Todd,230.0,61.0,0.0,13.0
43,Buenos aires,Arrecifes,Viña,110.0,0.0,0.0,0.0
44,Buenos aires,Avellaneda,Avellaneda,2352.0,4.442,886.0,4.193
45,Buenos aires,Avellaneda,Crucesita,417.0,3.171,614.0,2.438
46,Buenos aires,Avellaneda,Dock Sud,674.0,1.32,251.0,615.0
47,Buenos aires,Avellaneda,Gerli,608.0,4.408,1018.0,3.06
48,Buenos aires,Avellaneda,Pineyro,528.0,3.796,878.0,2.824
49,Buenos aires,Avellaneda,Sarandí,1348.604,8.185,314.295,5.422
50,Buenos aires,Avellaneda,Villa Domínico,1031.0,6.591,425.911,4.075
51,Buenos aires,Avellaneda,Wilde,1541.663,9.668,444.811,6.528
52,Buenos aires,Ayacucho,Ayacucho,1008.202,0.0,0.0,0.0
53,Buenos aires,Ayacucho,La Constancia,10.0,0.0,0.0,0.0
54,Buenos aires,Ayacucho,Solanet,27.0,0.0,0.0,0.0
55,Buenos aires,Ayacucho,Udaquiola,46.0,0.0,0.0,0.0
56,Buenos aires,Azul,Azul,4553.0,9.027000000000001,0.0,5.294
57,Buenos aires,Azul,Cacharí,521.0,0.0,0.0,0.0
58,Buenos aires,Azul,Chillar,562.0,0.0,0.0,0.0
59,Buenos aires,Bahía Blanca,Bahía Blanca,3149.16,50.431,59.0,52.04
60,Buenos aires,Bahía Blanca,Cabildo,163.0,0.0,0.0,0.0
61,Buenos aires,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),433.0,767.0,0.0,602.0
62,Buenos aires,Bahía Blanca,Ingeniero White,0.0,0.0,0.0,1.0
63,Buenos aires,Balcarce,Balcarce,2649.0,7.423,0.0,3.23
64,Buenos aires,Balcarce,Los Pinos,34.0,0.0,0.0,0.0
65,Buenos aires,Balcarce,Napaleofú,88.0,0.0,0.0,0.0
66,Buenos aires,Balcarce,Ramos Otero,8.0,0.0,0.0,0.0
67,Buenos aires,Balcarce,San Agustín,51.0,0.0,0.0,0.0
68,Buenos aires,Balcarce,Villa Laguna La Brava,34.0,0.0,0.0,0.0
69,Buenos aires,Baradero,Baradero,1920.0349999999999,4.229,0.0,2.176
70,Buenos aires,Baradero,Irineo Portela,77.0,0.0,0.0,0.0
71,Buenos aires,Baradero,Santa Coloma,53.0,0.0,0.0,0.0
72,Buenos aires,Baradero,Villa Alsina  (Est. Alsina),277.0,0.0,0.0,0.0
73,Buenos aires,Benito Juárez,Barker,99.0,0.0,0.0,0.0
74,Buenos aires,Benito Juárez,Benito Juárez  (Est. Juárez),1462.0,0.0,0.0,0.0
75,Buenos aires,Benito Juárez,López,21.0,0.0,0.0,0.0
76,Buenos aires,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),118.0,0.0,0.0,0.0
77,Buenos aires,Berazategui,Berazategui,1416.422,15.084,948.775,10.267
78,Buenos aires,Berazategui,Berazategui Oeste,197.0,11.327,28.0,3.343
79,Buenos aires,Berazategui,Carlos Tomás Sourigues,61.0,1.069,495.0,819.0
80,Buenos aires,Berazategui,Centro Agrícola El Pato,116.968,15.0,703.0,180.0
81,Buenos aires,Berazategui,Guillermo E. Hudson,480.0,5.785,395.312,3.477
82,Buenos aires,Berazategui,Juan María Gutierrez,662.0,2.447,537.0,1.605
83,Buenos aires,Berazategui,Pereyra,21.0,107.0,1.0,92.0
84,Buenos aires,Berazategui,Plátanos,73.0,1.623,748.0,1.008
85,Buenos aires,Berazategui,Ranelagh,269.0,1.336,840.0,1.347
86,Buenos aires,Berazategui,Villa España,99.0,1.542,372.0,927.0
87,Buenos aires,Berisso,Barrio El Carmen (Este),169.0,8.0,0.0,15.0
88,Buenos aires,Berisso,Berisso,785.8159999999999,6.193,0.0,5.402
89,Buenos aires,Berisso,Villa Arguello,167.0,8.0,0.0,15.0
90,Buenos aires,Berisso,Villa Nueva,167.0,8.0,0.0,15.0
91,Buenos aires,Berisso,Villa Progreso,169.0,9.0,0.0,16.0
92,Buenos aires,Bolívar,Hale,10.0,0.0,0.0,0.0
93,Buenos aires,Bolívar,Otros,1.0,0.0,0.0,0.0
94,Buenos aires,Bolívar,Paula,0.0,0.0,0.0,0.0
95,Buenos aires,Bolívar,Pirovano,45.0,0.0,0.0,0.0
96,Buenos aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),1569.0,3.437,0.0,1.26
97,Buenos aires,Bolívar,Urdampilleta,71.0,0.0,0.0,0.0
98,Buenos aires,Bragado,Bragado,1326.0,2.282,0.0,1.445
99,Buenos aires,Bragado,Comodoro Py,220.0,0.0,2.0,0.0
100,Buenos aires,Bragado,General O'Brien,435.0,0.0,0.0,0.0
101,Buenos aires,Bragado,Irala,25.0,0.0,0.0,0.0
102,Buenos aires,Bragado,Mechita (Est. Mecha),33.0,0.0,0.0,0.0
103,Buenos aires,Bragado,Olascoaga,30.0,9.0,0.0,0.0
104,Buenos aires,Bragado,Warnes,151.0,0.0,0.0,0.0
105,Buenos aires,Brandsen,Coronel Brandsen,1906.046,1048.0,92.0,333.0
106,Buenos aires,Brandsen,Jeppener,670.0,0.0,0.0,0.0
107,Buenos aires,Campana,Alto Los Cardales,35.0,0.0,0.0,17.0
108,Buenos aires,Campana,Barrio Los Pioneros,40.0,0.0,0.0,0.0
109,Buenos aires,Campana,Campana,2038.102,11.573,367.495,9.993
110,Buenos aires,Campana,Chacras Del Río Luján,41.0,0.0,0.0,0.0
111,Buenos aires,Campana,Lomas del Río Luján (Est. Río Luján),4.0,0.0,18.0,17.0
112,Buenos aires,Cañuelas,Alejandro Petión,309.0,319.0,50.0,287.0
113,Buenos aires,Cañuelas,Barrio Belgrano-Máximo Paz,48.0,0.0,0.0,0.0
114,Buenos aires,Cañuelas,Barrio El Taladro,5.0,0.0,0.0,0.0
115,Buenos aires,Cañuelas,Cañuelas,2007.431,3.388,31.0,2.097
116,Buenos aires,Cañuelas,Gobernador Udaondo,20.0,0.0,0.0,0.0
117,Buenos aires,Cañuelas,Máximo Paz,385.0,37.0,1080.0,756.0
118,Buenos aires,Cañuelas,Santa Rosa,235.0,0.0,0.0,0.0
119,Buenos aires,Cañuelas,Uribelarrea,483.0,0.0,0.0,0.0
120,Buenos aires,Cañuelas,Vicente Casares,252.0,0.0,0.0,0.0
121,Buenos aires,Capitán Sarmiento,Capitán Sarmiento,1053.0,2.832,0.0,358.0
122,Buenos aires,Capitán Sarmiento,La Luisa,44.0,0.0,0.0,0.0
123,Buenos aires,Carlos Casares,Cadret,49.0,0.0,0.0,0.0
124,Buenos aires,Carlos Casares,Carlos Casares,1741.396,514.0,0.0,692.0
125,Buenos aires,Carlos Casares,La Sofía,1.0,0.0,0.0,0.0
126,Buenos aires,Carlos Casares,Mauricio Hirsch,47.0,0.0,0.0,0.0
127,Buenos aires,Carlos Casares,Moctezuma,152.0,0.0,0.0,0.0
128,Buenos aires,Carlos Casares,Santo Tomás,44.0,0.0,0.0,0.0
129,Buenos aires,Carlos Casares,Smith,191.0,0.0,0.0,0.0
130,Buenos aires,Carlos Tejedor,Carlos Tejedor,1747.0,0.0,0.0,0.0
131,Buenos aires,Carlos Tejedor,Colonia Seré,81.0,0.0,0.0,0.0
132,Buenos aires,Carlos Tejedor,Curarú,16.0,0.0,0.0,0.0
133,Buenos aires,Carlos Tejedor,Timote,61.0,0.0,0.0,0.0
134,Buenos aires,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),199.0,0.0,0.0,0.0
135,Buenos aires,Carmen de Areco,Carmen de Areco,1344.0,1.297,3.0,322.0
136,Buenos aires,Carmen de Areco,Pueblo Gouin,31.0,0.0,0.0,0.0
137,Buenos aires,Carmen de Areco,Tres Sargentos,107.0,0.0,0.0,0.0
138,Buenos aires,Castelli,Castelli,2278.0,41.0,0.0,8.0
139,Buenos aires,Castelli,Centro Guerrero,49.0,0.0,0.0,0.0
140,Buenos aires,Castelli,Cerro De La Gloria,7.0,0.0,0.0,0.0
141,Buenos aires,Chacabuco,Castilla,274.0,0.0,0.0,0.0
142,Buenos aires,Chacabuco,Chacabuco,1523.0,5.469,0.0,3.678
143,Buenos aires,Chacabuco,O'Higgins,161.0,0.0,0.0,0.0
144,Buenos aires,Chacabuco,Rawson,524.0,7.0,0.0,0.0
145,Buenos aires,Chascomús,Barrio San Cayetano,130.0,1.0,0.0,0.0
146,Buenos aires,Chascomús,Chascomús,4955.0,4.147,0.0,3.074
147,Buenos aires,Chascomús,Manuel J. Cobo  (Est. Lezama),528.492,0.0,0.0,0.0
148,Buenos aires,Chivilcoy,Chivilcoy,4109.352,4.82,0.0,4.294
149,Buenos aires,Chivilcoy,Gorostiaga,56.0,0.0,0.0,0.0
150,Buenos aires,Chivilcoy,La Rica,87.0,0.0,0.0,0.0
151,Buenos aires,Chivilcoy,Moquehuá,366.0,0.0,0.0,0.0
152,Buenos aires,Chivilcoy,Ramón Biaus,40.0,0.0,0.0,0.0
153,Buenos aires,Chivilcoy,San Sebastián,51.0,0.0,0.0,0.0
154,Buenos aires,Colón,Colón,2134.328,1.083,0.0,409.0
155,Buenos aires,Colón,Pearson,69.0,0.0,0.0,0.0
156,Buenos aires,Colón,Sarasa,15.0,0.0,0.0,0.0
157,Buenos aires,Coronel de Marina L. Rosales,Bajo Hondo,71.0,0.0,0.0,0.0
158,Buenos aires,Coronel de Marina L. Rosales,Balneario Pehuen Co,1.0,0.0,0.0,0.0
159,Buenos aires,Coronel de Marina L. Rosales,Pago Chico,62.0,0.0,0.0,0.0
160,Buenos aires,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),1169.0,17.234,0.0,2.546
161,Buenos aires,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),10.0,0.0,0.0,0.0
162,Buenos aires,Coronel Dorrego,Balneario Marisol,338.0,0.0,0.0,0.0
163,Buenos aires,Coronel Dorrego,Coronel Dorrego,400.0,775.0,0.0,254.0
164,Buenos aires,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),5.0,0.0,0.0,0.0
165,Buenos aires,Coronel Dorrego,Oriente,631.0,0.0,0.0,0.0
166,Buenos aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),1015.679,8.0,0.0,0.0
167,Buenos aires,Coronel Pringles,Indio Rico,27.0,0.0,0.0,0.0
168,Buenos aires,Coronel Suárez,Coronel Suárez,577.283,1.804,48.0,466.0
169,Buenos aires,Coronel Suárez,Huanguelén,528.275,60.0,0.0,0.0
170,Buenos aires,Coronel Suárez,Pasman,48.0,0.0,0.0,0.0
171,Buenos aires,Coronel Suárez,San José,698.0,46.0,0.0,6.0
172,Buenos aires,Coronel Suárez,Santa María,458.0,22.0,0.0,1.0
173,Buenos aires,Coronel Suárez,Santa Trinidad,549.0,57.0,0.0,7.0
174,Buenos aires,Coronel Suárez,Villa La Arcadia,151.0,1.0,0.0,0.0
175,Buenos aires,Daireaux,Daireaux,869.0,0.0,0.0,0.0
176,Buenos aires,Daireaux,Salazar,79.0,0.0,0.0,0.0
177,Buenos aires,Dolores,Dolores,2832.536,3.715,0.0,953.0
178,Buenos aires,Dolores,Sevigne,1.0,0.0,0.0,0.0
179,Buenos aires,Ensenada,Ensenada,3015.473,4.372,74.093,4.45
180,Buenos aires,Ensenada,Villa Catela,3.0,0.0,0.0,0.0
181,Buenos aires,Escobar,Belen de Escobar,1204.639,5.111,406.456,4.522
182,Buenos aires,Escobar,El cazador,24.0,16.0,429.0,242.0
183,Buenos aires,Escobar,Garín,2276.0,78.511,761.061,3.311
184,Buenos aires,Escobar,Ingeniero Maschwitz,1615.0,1.249,340.274,1.859
185,Buenos aires,Escobar,Loma Verde,1.0,318.0,0.0,511.0
186,Buenos aires,Escobar,Maquinista F. Savio (este),683.0,416.0,330.271,1.179
187,Buenos aires,Escobar,Matheu,1583.0,48.0,1191.0,516.0
188,Buenos aires,Esteban Echeverría,9 De Abril,701.0,46.0,532.583,1.283
189,Buenos aires,Esteban Echeverría,Canning,114.0,740.0,351.0,1.31
190,Buenos aires,Esteban Echeverría,El Jagüel,363.0,113.0,503.238,1.959
191,Buenos aires,Esteban Echeverría,Luis Guillón,573.0,1.089,356.843,2.313
192,Buenos aires,Esteban Echeverría,Monte Grande,1927.0,3.264,9.718,8.183
193,Buenos aires,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,2.0,0.0,0.0,0.0
194,Buenos aires,Exaltación de la Cruz,Arroyo de la Cruz,202.0,0.0,0.0,0.0
195,Buenos aires,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),361.0,0.0,0.0,0.0
196,Buenos aires,Exaltación de la Cruz,Los Cardales,29.177,788.0,0.0,181.0
197,Buenos aires,Exaltación de la Cruz,Parada Orlando,9.0,0.0,0.0,0.0
198,Buenos aires,Exaltación de la Cruz,Parada Robles - Pavón,673.268,0.0,0.0,0.0
199,Buenos aires,Ezeiza,Aeropuerto Internacional Ezeiza,237.0,0.0,0.0,1.0
200,Buenos aires,Ezeiza,Canning,318.0,153.0,566.0,373.0
201,Buenos aires,Ezeiza,Carlos Spegazzini,1293.0,49.0,537.838,1.065
202,Buenos aires,Ezeiza,José Maria Ezeiza,1391.0,1.185,934.696,3.867
203,Buenos aires,Ezeiza,La Unión,1388.0,226.0,834.446,1.88
204,Buenos aires,Ezeiza,Otros,4.0,0.0,0.0,0.0
205,Buenos aires,Ezeiza,Tristán Suarez,2283.0,905.0,741.798,2.255
206,Buenos aires,Florencio Varela,Bosques,1161.0,256.0,826.477,1.363
207,Buenos aires,Florencio Varela,Estanislao Severo Zeballos,187.0,884.0,1267.0,1.223
208,Buenos aires,Florencio Varela,Florencio Varela,2145.179,2.54,7.343,6.784
209,Buenos aires,Florencio Varela,Gobernador Julio A. Costa,367.0,253.0,666.786,2.089
210,Buenos aires,Florencio Varela,Ingeniero Juan Allan,167.51,34.0,618.934,249.0
211,Buenos aires,Florencio Varela,La Capilla,0.0,0.0,0.0,0.0
212,Buenos aires,Florencio Varela,la rotonda,357.0,0.0,0.0,0.0
213,Buenos aires,Florencio Varela,Villa Brown,4.0,85.0,64.0,143.0
214,Buenos aires,Florencio Varela,Villa San Luis,10.0,1.0,220.0,39.0
215,Buenos aires,Florencio Varela,Villa Santa Rosa,379.0,10.0,360.638,774.0
216,Buenos aires,Florencio Varela,Villa Vatteone,279.0,891.0,509.022,1.564
217,Buenos aires,Florentino Ameghino,Blaquier,6.0,0.0,0.0,0.0
218,Buenos aires,Florentino Ameghino,Florentino Ameghino,413.0,0.0,0.0,0.0
219,Buenos aires,Florentino Ameghino,Porvenir,2.0,0.0,0.0,0.0
220,Buenos aires,General Alvarado,Centinela Del Mar,1.0,0.0,0.0,0.0
221,Buenos aires,General Alvarado,Comandante Nicanor Otamendi,962.0,0.0,0.0,0.0
222,Buenos aires,General Alvarado,Mar del Sur,142.0,0.0,0.0,0.0
223,Buenos aires,General Alvarado,Mechongué,3.0,0.0,0.0,0.0
224,Buenos aires,General Alvarado,Miramar,995.96,1.093,0.0,379.0
225,Buenos aires,General Alvear,General Alvear,100.0,0.0,0.0,0.0
226,Buenos aires,General Arenales,Arribeños,1019.0,7.0,0.0,0.0
227,Buenos aires,General Arenales,Ascensión,645.45,0.0,0.0,0.0
228,Buenos aires,General Arenales,Ferré,875.0,0.0,0.0,0.0
229,Buenos aires,General Arenales,General Arenales,1496.0,0.0,0.0,0.0
230,Buenos aires,General Arenales,La Angelita,95.0,0.0,0.0,0.0
231,Buenos aires,General Arenales,La Trinidad,110.0,0.0,0.0,0.0
232,Buenos aires,General Belgrano,General Belgrano,2667.0,117.0,0.0,156.0
233,Buenos aires,General Belgrano,Gorchs,28.0,0.0,0.0,0.0
234,Buenos aires,General Guido,General Guido,424.0,106.0,0.0,0.0
235,Buenos aires,General Guido,Labarden,72.0,0.0,0.0,0.0
236,Buenos aires,General Juan Madariaga,General Juan Madariaga,1719.0,0.0,91.0,0.0
237,Buenos aires,General La Madrid,General La Madrid,994.504,381.0,19.0,3.0
238,Buenos aires,General La Madrid,Las Martinetas,16.0,0.0,0.0,0.0
239,Buenos aires,General Las Heras,General Las Heras  (Est. Las Heras),949.739,43.0,0.0,19.0
240,Buenos aires,General Las Heras,Lozano,1.0,0.0,0.0,0.0
241,Buenos aires,General Las Heras,Villars,188.0,8.0,0.0,0.0
242,Buenos aires,General Lavalle,Chacras de San Clemente,1.0,0.0,0.0,0.0
243,Buenos aires,General Lavalle,General Lavalle,360.0,0.0,0.0,4.0
244,Buenos aires,General Lavalle,Otros,0.0,0.0,0.0,0.0
245,Buenos aires,General Lavalle,Pavón,3.0,0.0,192.0,0.0
246,Buenos aires,General Paz,Loma Verde,184.0,0.0,0.0,0.0
247,Buenos aires,General Paz,Ranchos,2935.0,0.0,0.0,0.0
248,Buenos aires,General Paz,Villanueva  (Ap. Río Salado),143.0,0.0,0.0,0.0
249,Buenos aires,General Pinto,Colonia San Ricardo  (Est. Iriarte),253.0,0.0,0.0,0.0
250,Buenos aires,General Pinto,General Pinto,1.0,0.0,0.0,0.0
251,Buenos aires,General Pinto,Germania  (Est. Mayor José Orellano),1.112,0.0,0.0,0.0
252,Buenos aires,General Pinto,Villa Francia  (Est. Coronel Granada),334.0,0.0,0.0,0.0
253,Buenos aires,General Pueyrredón,Barrio Colinas Verdes,46.0,0.0,0.0,0.0
254,Buenos aires,General Pueyrredón,Barrio El Boquerón,74.0,0.0,0.0,0.0
255,Buenos aires,General Pueyrredón,Barrio El Casal,72.0,0.0,0.0,0.0
256,Buenos aires,General Pueyrredón,Barrio El Coyunco,96.0,0.0,0.0,0.0
257,Buenos aires,General Pueyrredón,Barrio La Gloria,324.0,0.0,0.0,0.0
258,Buenos aires,General Pueyrredón,Barrio Santa Paula,227.0,0.0,0.0,0.0
259,Buenos aires,General Pueyrredón,Batán,758.432,166.0,0.0,663.0
260,Buenos aires,General Pueyrredón,Camet,1749.0,95.0,0.0,13.0
261,Buenos aires,General Pueyrredón,Chapadmalal,454.0,0.0,0.0,0.0
262,Buenos aires,General Pueyrredón,El Marquesado,8.0,0.0,0.0,0.0
263,Buenos aires,General Pueyrredón,Estación Chapadmalal,451.0,0.0,0.0,0.0
264,Buenos aires,General Pueyrredón,Mar del Plata,3220.3999999999996,94.666,151.0,67.505
265,Buenos aires,General Pueyrredón,Otros,142.0,2.0,0.0,0.0
266,Buenos aires,General Pueyrredón,Sierra de los Padres,913.0,2.0,0.0,0.0
267,Buenos aires,General Rodríguez,Barrio Ruta 24 Kilómetro 10,2.0,0.0,0.0,0.0
268,Buenos aires,General Rodríguez,General Rodríguez,2101.232,2.996,380.747,3.346
269,Buenos aires,General San Martín,Barrio Parque General San Martin,3.0,91.0,0.0,46.0
270,Buenos aires,General San Martín,Billinghurst,54.0,2.526,431.0,780.0
271,Buenos aires,General San Martín,Ciudad Del Libertador General San Martin,2954.591,12.285,503.901,11.258
272,Buenos aires,General San Martín,Ciudad Jardin El Libertador,11.0,1.0,0.0,0.0
273,Buenos aires,General San Martín,Otros,11.0,0.0,0.0,0.0
274,Buenos aires,General San Martín,Va Ma Irene De Los Remedios De Escalada,4.0,2.0,32.0,26.0
275,Buenos aires,General San Martín,Villa Ayacucho,11.0,307.0,56.0,174.0
276,Buenos aires,General San Martín,Villa Ballester,3746.0,11.486,1032.0,10.719
277,Buenos aires,General San Martín,Villa Bernardo Monteagudo,27.0,688.0,247.0,343.0
278,Buenos aires,General San Martín,Villa Chacabuco,39.0,66.0,276.0,142.0
279,Buenos aires,General San Martín,Villa Coronel Jose M. Zapiola,79.0,1.325,510.0,800.0
280,Buenos aires,General San Martín,Villa General Antonio J.  De Sucre,28.0,508.0,210.0,309.0
281,Buenos aires,General San Martín,Villa General Eugenio Necochea,122.0,1.729,292.098,891.0
282,Buenos aires,General San Martín,Villa General Jose Tomas Guido,71.0,1.369,557.0,855.0
283,Buenos aires,General San Martín,Villa General Juan G. Las Heras,26.0,685.0,255.0,380.0
284,Buenos aires,General San Martín,Villa Godoy Cruz,31.0,783.0,278.0,435.0
285,Buenos aires,General San Martín,Villa Granaderos De San Martín,412.0,1.619,483.0,754.0
286,Buenos aires,General San Martín,Villa Gregoria Matorras,45.0,1.386,398.0,684.0
287,Buenos aires,General San Martín,Villa José León Suarez,3075.0,1.76,486.0,1.609
288,Buenos aires,General San Martín,Villa Juan Martín De Pueyrredon,53.0,1.714,492.0,888.0
289,Buenos aires,General San Martín,Villa Libertad,54.0,1.676,452.0,827.0
290,Buenos aires,General San Martín,Villa Lynch,394.0,802.0,162.0,771.0
291,Buenos aires,General San Martín,Villa Maipu,716.0,2.003,729.0,1.005
292,Buenos aires,General San Martín,Villa Marqués Alejandro  María De Aguado,33.0,791.0,270.0,407.0
293,Buenos aires,General San Martín,Villa Parque Pres Figueroa Alcorta,13.0,248.0,85.0,124.0
294,Buenos aires,General San Martín,Villa Parque San Lorenzo,6.0,277.0,82.0,103.0
295,Buenos aires,General San Martín,Villa San Andrés,1967.0,2.938,254.0,2.715
296,Buenos aires,General San Martín,Villa Yapeyú,13.0,320.0,100.0,214.0
297,Buenos aires,General Viamonte,Baigorrita,623.0,0.0,0.0,0.0
298,Buenos aires,General Viamonte,Los Toldos,886.596,0.0,0.0,0.0
299,Buenos aires,General Viamonte,Zavalía,27.0,0.0,0.0,0.0
300,Buenos aires,General Villegas,Banderaló,1.0,0.0,0.0,0.0
301,Buenos aires,General Villegas,Cañada Seca,0.0,0.0,0.0,0.0
302,Buenos aires,General Villegas,Coronel Charlone,378.0,0.0,0.0,0.0
303,Buenos aires,General Villegas,Emilio V. Bunge,1.0,0.0,0.0,0.0
304,Buenos aires,General Villegas,General Villegas  (Est. Villegas),421.0,604.0,0.0,2.578
305,Buenos aires,General Villegas,Pichincha,0.0,0.0,0.0,0.0
306,Buenos aires,General Villegas,Piedritas,610.0,6.0,0.0,0.0
307,Buenos aires,General Villegas,Santa Regina,75.0,0.0,0.0,0.0
308,Buenos aires,Guaminí,Arroyo Venado,44.0,0.0,0.0,0.0
309,Buenos aires,Guaminí,Casbas,125.0,0.0,0.0,0.0
310,Buenos aires,Guaminí,Guaminí,420.0,0.0,0.0,0.0
311,Buenos aires,Guaminí,Laguna Alsina  (Est. Bonifacio),445.0,0.0,0.0,0.0
312,Buenos aires,Hipólito Yrigoyen,Henderson,922.0,0.0,0.0,0.0
313,Buenos aires,Hurlingham,Hurlingham,1786.0,11.995,668.506,7.712
314,Buenos aires,Hurlingham,Villa Santos Tesei,620.0,7.982,275.095,4.124
315,Buenos aires,Hurlingham,William C. Morris,351.0,12.0,5.0,6.0
316,Buenos aires,Ituzaingó,Ituzaingó Centro,1299.2089999999998,4.047,6.444,8.596
317,Buenos aires,Ituzaingó,Ituzaingó Sur,32.0,0.0,0.0,0.0
318,Buenos aires,Ituzaingó,Otros,2.0,0.0,0.0,0.0
319,Buenos aires,Ituzaingó,Villa Gobernador Udaondo,695.0,1.387,508.649,2.951
320,Buenos aires,José C. Paz,Del Viso,3.0,0.0,157.0,5.0
321,Buenos aires,José C. Paz,José C Paz,632.139,316.0,14.346,5.647
322,Buenos aires,José C. Paz,Tortuguitas,41.0,1.0,911.0,75.0
323,Buenos aires,Junín,Agustín Roca,304.0,0.0,0.0,0.0
324,Buenos aires,Junín,Agustina,8.0,0.0,0.0,0.0
325,Buenos aires,Junín,Balneario Laguna de Gómez,8.0,0.0,0.0,0.0
326,Buenos aires,Junín,Fortín Tiburcio,69.0,0.0,0.0,0.0
327,Buenos aires,Junín,Junín,2619.748,10.795,0.0,8.12
328,Buenos aires,Junín,Laplacette,17.0,0.0,0.0,0.0
329,Buenos aires,Junín,Morse,425.0,0.0,0.0,0.0
330,Buenos aires,Junín,Saforcada,76.0,0.0,0.0,0.0
331,Buenos aires,La Costa,Aguas Verdes,34.0,0.0,0.0,130.0
332,Buenos aires,La Costa,Las Toninas,1441.0,0.0,0.0,52.0
333,Buenos aires,La Costa,Lucila Del Mar,195.004,9.0,637.0,804.0
334,Buenos aires,La Costa,Mar de Ajó - San Bernardo,2104.478,28.0,3.808,4.972
